	Query	Target	Query-Cov	Align-From	Align-To	1-Candidate	1-Mol.Name	1-Reg.Status	2-Candidate	2-Mol.Name	2-Reg.Status	Similarity by Tcoff
30	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB03614	Mecobalamin	approved; investigational	0.78
31	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB04911	Oritavancin	approved; investigational	0.73
32	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB05109	Trabectedin	approved; investigational	0.74
33	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB06402	Telavancin	approved	0.73
34	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB09297	Paritaprevir	approved; investigational	0.73
35	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB11191	Cobamamide	approved	0.78
36	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB11275	Epicriptine	approved	0.7
37	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB11575	Grazoprevir	approved	0.84
38	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB11586	Asunaprevir	approved; investigational; withdrawn	0.74
39	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB11641	Vinflunine	approved; investigational	0.76
40	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB11691	Naldemedine	approved; investigational	0.72
41	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB12026	Voxilaprevir	approved; investigational	0.9
42	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB12674	Lurbinectedin	approved; investigational	0.76
43	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB13345	Dihydroergocristine	approved; experimental	0.71
44	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB13879	Glecaprevir	approved; investigational	1.0
45	tr|Q91RS4|Q91RS4_9	Q91RS4	99.45	1	181	DB13879	Glecaprevir	approved; investigational	DB13997	Baloxavir marboxil	approved; investigational	0.71
46	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB06913	(3R)-3-[3,5-Bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
47	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB07085	2-{[N-(2-ACETYL-5-CHLORO-4-FLUOROPHENYL)GLYCYL]AMINO}BENZOIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
48	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB07185	2-{[(4-CHLOROPHENOXY)ACETYL]AMINO}BENZOIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
49	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB07273	1-[(2-AMINO-4-CHLORO-5-METHYLPHENYL)SULFONYL]-L-PROLINE	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
50	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB07275	3-(1,1-dioxido-4H-1,2,4-benzothiadiazin-3-yl)-4-hydroxy-1-(3-methylbutyl)quinolin-2(1H)-one	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
51	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB07547	5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
52	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB07770	5-(4-FLUOROPHENYL)-3-{[(4-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
53	tr|Q91RS4|Q91RS4_9	Q99AU2	99.45	1027	1207	DB08556	5'-ACETYL-4-{[(2,4-DIMETHYLPHENYL)SULFONYL]AMINO}-2,2'-BITHIOPHENE-5-CARBOXYLIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
54	tr|Q91RS4|Q91RS4_9	P26662	99.45	1027	1207	DB01720	(2Z)-2-(Benzoylamino)-3-[4-(2-bromophenoxy)phenyl]acrylic acid	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
55	tr|Q91RS4|Q91RS4_9	P26662	99.45	1027	1207	DB04005	Uridine 5'-triphosphate	experimental; investigational	DB00987	Cytarabine	approved; investigational	0.72
56	tr|Q91RS4|Q91RS4_9	P26662	99.45	1027	1207	DB04005	Uridine 5'-triphosphate	experimental; investigational	DB09144	Uridine triacetate	approved; investigational	0.74
57	tr|Q91RS4|Q91RS4_9	P26662	99.45	1027	1207	DB04005	Uridine 5'-triphosphate	experimental; investigational	DB12153	Citicoline	approved; experimental	0.83
58	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB00200	Hydroxocobalamin	approved	0.72
59	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB00361	Vinorelbine	approved; investigational	0.7
60	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB03614	Mecobalamin	approved; investigational	0.72
61	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB06290	Simeprevir	approved	0.71
62	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB11191	Cobamamide	approved	0.72
63	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB11641	Vinflunine	approved; investigational	0.71
64	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB05868	Ciluprevir	investigational	DB12674	Lurbinectedin	approved; investigational	0.71
65	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB00200	Hydroxocobalamin	approved	0.72
66	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB00361	Vinorelbine	approved; investigational	0.7
67	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB03614	Mecobalamin	approved; investigational	0.72
68	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB06290	Simeprevir	approved	0.71
69	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB11191	Cobamamide	approved	0.72
70	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB11641	Vinflunine	approved; investigational	0.71
71	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB06058	XTL-6865	investigational	DB12674	Lurbinectedin	approved; investigational	0.71
72	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB07582	N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
73	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB11779	Danoprevir	investigational	DB09297	Paritaprevir	approved; investigational	0.71
74	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB11779	Danoprevir	investigational	DB11575	Grazoprevir	approved	0.73
75	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB11779	Danoprevir	investigational	DB11586	Asunaprevir	approved; investigational; withdrawn	0.73
76	tr|Q91RS4|Q91RS4_9	P26664	99.45	1027	1207	DB11779	Danoprevir	investigational	DB13879	Glecaprevir	approved; investigational	0.7
77	tr|Q91RS4|Q91RS4_9	Q9WMX2	99.45	1027	1207	DB07238	Nesbuvir	investigational	-	Sorry! Cannot find	structurally similar	approved molecules
78	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB02331	(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
79	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB03605	(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
80	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04005	Uridine 5'-triphosphate	experimental; investigational	DB00987	Cytarabine	approved; investigational	0.72
81	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04005	Uridine 5'-triphosphate	experimental; investigational	DB09144	Uridine triacetate	approved; investigational	0.74
82	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04005	Uridine 5'-triphosphate	experimental; investigational	DB12153	Citicoline	approved; experimental	0.83
83	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB00131	Adenosine phosphate	approved; investigational; nutraceutical	0.79
84	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB00157	NADH	approved; nutraceutical	0.74
85	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB00194	Vidarabine	approved; investigational	0.73
86	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB00640	Adenosine	approved; investigational	0.73
87	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB01073	Fludarabine	approved	0.72
88	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB01280	Nelarabine	approved; investigational	0.75
89	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB03147	Flavin adenine dinucleotide	approved	0.72
90	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB05528	Mipomersen	approved; investigational	0.74
91	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB06441	Cangrelor	approved	0.72
92	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04137	Guanosine-5'-Triphosphate	experimental	DB13156	Inosine pranobex	approved	0.78
93	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB04298	3-(4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl)-6-Cyclopentyl-4-Hydroxy-6-[2-(4-Hydroxy-Phenyl)-Ethyl]-5,6-Dihydro-Pyran-2-One	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
94	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB00200	Hydroxocobalamin	approved	0.75
95	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB00309	Vindesine	approved; investigational	0.73
96	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB00361	Vinorelbine	approved; investigational	0.73
97	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB00541	Vincristine	approved; investigational	0.73
98	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB00570	Vinblastine	approved	0.73
99	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB03614	Mecobalamin	approved; investigational	0.75
100	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB04911	Oritavancin	approved; investigational	0.7
101	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB05109	Trabectedin	approved; investigational	0.7
102	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB11191	Cobamamide	approved	0.75
103	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB11641	Vinflunine	approved; investigational	0.73
104	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one	experimental	DB12674	Lurbinectedin	approved; investigational	0.72
105	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00115	Cyanocobalamin	approved; nutraceutical	0.71
106	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00200	Hydroxocobalamin	approved	0.77
107	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00309	Vindesine	approved; investigational	0.74
108	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00361	Vinorelbine	approved; investigational	0.75
109	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00541	Vincristine	approved; investigational	0.75
110	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00570	Vinblastine	approved	0.75
111	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB00615	Rifabutin	approved; investigational	0.71
112	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB01200	Bromocriptine	approved; investigational	0.71
113	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB03614	Mecobalamin	approved; investigational	0.77
114	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB04911	Oritavancin	approved; investigational	0.71
115	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB05109	Trabectedin	approved; investigational	0.72
116	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB06402	Telavancin	approved	0.71
117	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB11191	Cobamamide	approved	0.77
118	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB11641	Vinflunine	approved; investigational	0.75
119	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB11691	Naldemedine	approved; investigational	0.71
120	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07062	N-{3-[4-Hydroxy-1-(3-methylbutyl)-2-oxo-1,2-dihydropyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxido-2H-1,2,4-benzothiadiazin-7-yl}methanesulfonamide	experimental	DB12674	Lurbinectedin	approved; investigational	0.74
121	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07169	5R-(3,4-DICHLOROPHENYLMETHYL)-3-(2-THIOPHENESULFONYLAMINO)-4-OXO-2-THIONOTHIAZOLIDINE	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
122	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07199	(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
123	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07200	(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID	experimental	-	Sorry! Cannot find	structurally similar	approved molecules
124	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07238	Nesbuvir	investigational	-	Sorry! Cannot find	structurally similar	approved molecules
125	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07414	(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one	experimental	DB00200	Hydroxocobalamin	approved	0.71
126	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07414	(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one	experimental	DB00361	Vinorelbine	approved; investigational	0.7
127	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07414	(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one	experimental	DB03614	Mecobalamin	approved; investigational	0.71
128	tr|Q91RS4|Q91RS4_9	P26663	99.45	1027	1207	DB07414	(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one	experimental	DB11191	Cobamamide	approved	0.71
