	Query	Target	Query-Cov	Align-From	Align-To	1-Candidate	1-Mol.Name	1-Reg.Status	2-Candidate	2-Mol.Name	2-Reg.Status	Similarity by Tcoff
20	sp|O14965|AURKA_HU	O14965	99.75	1.0	403.0	DB08065	2-(1H-pyrazol-3-yl)-1H-benzimidazole	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
21	sp|O14965|AURKA_HU	O14965	99.75	1.0	403.0	DB08066	N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
22	sp|O14965|AURKA_HU	O14965	99.75	1.0	403.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
23	sp|O14965|AURKA_HU	O14965	99.75	1.0	403.0	DB13061	MLN8054	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
24	sp|O14965|AURKA_HU	P51812	79.16	11.0	330.0	DB00945	Acetylsalicylic acid	approved; vet_approved	DB00945	Acetylsalicylic acid	approved; vet_approved	1.0
25	sp|O14965|AURKA_HU	P51812	79.16	11.0	330.0	DB00945	Acetylsalicylic acid	approved; vet_approved	DB08814	Triflusal	approved; investigational	0.74
26	sp|O14965|AURKA_HU	P51812	79.16	11.0	330.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
27	sp|O14965|AURKA_HU	P51812	70.22	412.0	695.0	DB00945	Acetylsalicylic acid	approved; vet_approved	DB00945	Acetylsalicylic acid	approved; vet_approved	1.0
28	sp|O14965|AURKA_HU	P51812	70.22	412.0	695.0	DB00945	Acetylsalicylic acid	approved; vet_approved	DB08814	Triflusal	approved; investigational	0.74
29	sp|O14965|AURKA_HU	P51812	70.22	412.0	695.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
30	sp|O14965|AURKA_HU	O75676	71.96	13.0	303.0	DB03247	Flavin mononucleotide	approved; investigational	DB00140	Riboflavin	approved; investigational; nutraceutical; vet_approved	0.96
31	sp|O14965|AURKA_HU	O75676	71.96	13.0	303.0	DB03247	Flavin mononucleotide	approved; investigational	DB03147	Flavin adenine dinucleotide	approved	0.79
32	sp|O14965|AURKA_HU	O75676	71.96	13.0	303.0	DB03247	Flavin mononucleotide	approved; investigational	DB03247	Flavin mononucleotide	approved; investigational	1.0
33	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB02375	Myricetin	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
34	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB04716	2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
35	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB08877	Ruxolitinib	approved	DB08877	Ruxolitinib	approved	1.0
36	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB08895	Tofacitinib	approved; investigational	DB08895	Tofacitinib	approved; investigational	1.0
37	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB11817	Baricitinib	approved; investigational	DB11817	Baricitinib	approved; investigational	1.0
38	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
39	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB12500	Fedratinib	approved; investigational	DB12500	Fedratinib	approved; investigational	1.0
40	sp|O14965|AURKA_HU	P23458	73.7	850.0	1147.0	DB15091	Upadacitinib	approved; investigational	DB15091	Upadacitinib	approved; investigational	1.0
41	sp|O14965|AURKA_HU	P29597	70.22	582.0	865.0	DB04716	2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
42	sp|O14965|AURKA_HU	P29597	70.22	582.0	865.0	DB08895	Tofacitinib	approved; investigational	DB08895	Tofacitinib	approved; investigational	1.0
43	sp|O14965|AURKA_HU	P29597	70.22	582.0	865.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
44	sp|O14965|AURKA_HU	Q9BYT3	92.06	17.0	388.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
45	sp|O14965|AURKA_HU	Q7KZI7	73.95	10.0	308.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
46	sp|O14965|AURKA_HU	P27448	74.94	12.0	314.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
47	sp|O14965|AURKA_HU	P31751	75.68	108.0	413.0	DB07812	N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
48	sp|O14965|AURKA_HU	P31751	75.68	108.0	413.0	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
49	sp|O14965|AURKA_HU	P31751	75.68	108.0	413.0	DB07947	ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
50	sp|O14965|AURKA_HU	P31751	75.68	108.0	413.0	DB08073	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
51	sp|O14965|AURKA_HU	Q9P0L2	72.7	25.0	318.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
52	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00118	Ademetionine	approved; investigational; nutraceutical	0.79
53	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00131	Adenosine phosphate	approved; investigational; nutraceutical	0.93
54	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00157	NADH	approved; nutraceutical	0.82
55	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00194	Vidarabine	approved; investigational	0.87
56	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00242	Cladribine	approved; investigational	0.76
57	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00631	Clofarabine	approved; investigational	0.72
58	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB00640	Adenosine	approved; investigational	0.87
59	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB01073	Fludarabine	approved	0.83
60	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB01280	Nelarabine	approved; investigational	0.73
61	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB03147	Flavin adenine dinucleotide	approved	0.73
62	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB05528	Mipomersen	approved; investigational	0.7
63	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB06213	Regadenoson	approved; investigational	0.74
64	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB06441	Cangrelor	approved	0.77
65	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB00171	ATP	investigational; nutraceutical	DB13156	Inosine pranobex	approved	0.7
66	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB01169	Arsenic trioxide	approved; investigational	DB01169	Arsenic trioxide	approved; investigational	1.0
67	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB01645	Genistein	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
68	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB01863	Inositol 1,3,4,5-Tetrakisphosphate	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
69	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB02709	Resveratrol	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
70	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB05971	Archexin	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
71	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB06486	Enzastaurin	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
72	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB06641	Perifosine	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
73	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB07584	N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
74	sp|O14965|AURKA_HU	P31749	75.19	106.0	409.0	DB07585	5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
75	sp|O14965|AURKA_HU	O00141	76.43	47.0	355.0	DB03247	Flavin mononucleotide	approved; investigational	DB00140	Riboflavin	approved; investigational; nutraceutical; vet_approved	0.96
76	sp|O14965|AURKA_HU	O00141	76.43	47.0	355.0	DB03247	Flavin mononucleotide	approved; investigational	DB03147	Flavin adenine dinucleotide	approved	0.79
77	sp|O14965|AURKA_HU	O00141	76.43	47.0	355.0	DB03247	Flavin mononucleotide	approved; investigational	DB03247	Flavin mononucleotide	approved; investigational	1.0
78	sp|O14965|AURKA_HU	O00141	76.43	47.0	355.0	DB07837	[4-(5-naphthalen-2-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)phenyl]acetic acid	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
79	sp|O14965|AURKA_HU	O00141	76.43	47.0	355.0	DB08191	4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
80	sp|O14965|AURKA_HU	Q8IU85	71.22	8.0	295.0	DB08454	N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
81	sp|O14965|AURKA_HU	Q8IU85	71.22	8.0	295.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
82	sp|O14965|AURKA_HU	Q02156	83.62	333.0	670.0	DB06064	KAI-1455	investigational	DB12010	Fostamatinib	approved; investigational	1.0
83	sp|O14965|AURKA_HU	Q02156	83.62	333.0	670.0	DB11752	Bryostatin 1	investigational	DB12010	Fostamatinib	approved; investigational	1.0
84	sp|O14965|AURKA_HU	Q02156	83.62	333.0	670.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
85	sp|O14965|AURKA_HU	Q02156	83.62	333.0	670.0	DB00675	Tamoxifen	approved	DB00539	Toremifene	approved; investigational	0.94
86	sp|O14965|AURKA_HU	Q02156	83.62	333.0	670.0	DB00675	Tamoxifen	approved	DB00675	Tamoxifen	approved	1.0
87	sp|O14965|AURKA_HU	Q02156	83.62	333.0	670.0	DB00675	Tamoxifen	approved	DB04938	Ospemifene	approved; investigational	0.86
88	sp|O14965|AURKA_HU	Q9P286	85.61	356.0	701.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
89	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	1.0
90	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB09114	Colfosceril palmitate	approved; investigational; withdrawn	0.75
91	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB11283	DL-dimyristoylphosphatidylcholine	approved	0.75
92	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB11284	DL-dimyristoylphosphatidylglycerol	approved	0.76
93	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB11331	1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol))	approved; experimental	0.73
94	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB14096	1,2-icosapentoyl-sn-glycero-3-phosphoserine	approved; experimental	0.87
95	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB14099	1,2-Distearoyllecithin	approved; experimental	0.75
96	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00144	Phosphatidyl serine	approved; investigational; nutraceutical	DB14105	Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)	approved; experimental	0.76
97	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00163	Vitamin E	approved; nutraceutical; vet_approved	DB00163	Vitamin E	approved; nutraceutical; vet_approved	1.0
98	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00163	Vitamin E	approved; nutraceutical; vet_approved	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	0.88
99	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00163	Vitamin E	approved; nutraceutical; vet_approved	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	0.92
100	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00163	Vitamin E	approved; nutraceutical; vet_approved	DB14476	DL-alpha-Tocopherol	approved; experimental; investigational	1.0
101	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB05013	Ingenol mebutate	approved	DB05013	Ingenol mebutate	approved	1.0
102	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB00157	NADH	approved; nutraceutical	0.71
103	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB00200	Hydroxocobalamin	approved	0.74
104	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB00309	Vindesine	approved; investigational	0.71
105	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB00361	Vinorelbine	approved; investigational	0.72
106	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB00541	Vincristine	approved; investigational	0.72
107	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB00570	Vinblastine	approved	0.72
108	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB03147	Flavin adenine dinucleotide	approved	0.71
109	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB03614	Mecobalamin	approved; investigational	0.74
110	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB05528	Mipomersen	approved; investigational	0.76
111	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB11191	Cobamamide	approved	0.74
112	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB11641	Vinflunine	approved; investigational	0.72
113	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06451	Aprinocarsen	investigational	DB12674	Lurbinectedin	approved; investigational	0.72
114	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00115	Cyanocobalamin	approved; nutraceutical	0.73
115	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00200	Hydroxocobalamin	approved	0.77
116	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00290	Bleomycin	approved; investigational	0.71
117	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00309	Vindesine	approved; investigational	0.74
118	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00361	Vinorelbine	approved; investigational	0.76
119	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00541	Vincristine	approved; investigational	0.75
120	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00570	Vinblastine	approved	0.75
121	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00762	Irinotecan	approved; investigational	0.71
122	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB00970	Dactinomycin	approved; investigational	0.71
123	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB03614	Mecobalamin	approved; investigational	0.76
124	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB04911	Oritavancin	approved; investigational	0.71
125	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB05109	Trabectedin	approved; investigational	0.72
126	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB06402	Telavancin	approved	0.71
127	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB06595	Midostaurin	approved; investigational	1.0
128	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB11191	Cobamamide	approved	0.77
129	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB11641	Vinflunine	approved; investigational	0.76
130	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB11691	Naldemedine	approved; investigational	0.72
131	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06595	Midostaurin	approved; investigational	DB12674	Lurbinectedin	approved; investigational	0.74
132	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB06641	Perifosine	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
133	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB08846	Ellagic acid	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
134	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB11752	Bryostatin 1	investigational	SORRY!!	Cannot find	structurally similar	approved molecules
135	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	DB00163	Vitamin E	approved; nutraceutical; vet_approved	0.88
136	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	1.0
137	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	0.95
138	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	DB14476	DL-alpha-Tocopherol	approved; experimental; investigational	0.88
139	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	DB00163	Vitamin E	approved; nutraceutical; vet_approved	0.92
140	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	DB14001	alpha-Tocopherol succinate	approved; nutraceutical; vet_approved	0.95
141	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	1.0
142	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB14002	D-alpha-Tocopherol acetate	approved; nutraceutical; vet_approved	DB14476	DL-alpha-Tocopherol	approved; experimental; investigational	0.92
143	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00675	Tamoxifen	approved	DB00539	Toremifene	approved; investigational	0.94
144	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00675	Tamoxifen	approved	DB00675	Tamoxifen	approved	1.0
145	sp|O14965|AURKA_HU	P17252	72.21	310.0	601.0	DB00675	Tamoxifen	approved	DB04938	Ospemifene	approved; investigational	0.86
146	sp|O14965|AURKA_HU	P62344	78.16	23.0	338.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
147	sp|O14965|AURKA_HU	Q8IBS5	80.15	13.0	336.0	DB11638	Artenimol	experimental; investigational	DB06697	Artemether	approved	0.99
148	sp|O14965|AURKA_HU	Q8IBS5	80.15	13.0	336.0	DB11638	Artenimol	experimental; investigational	DB09274	Artesunate	approved; investigational	0.9
149	sp|O14965|AURKA_HU	Q8IBS5	80.15	13.0	336.0	DB11638	Artenimol	experimental; investigational	DB13851	Artemotil	approved	0.99
150	sp|O14965|AURKA_HU	Q15746	85.36	1387.0	1731.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
151	sp|O14965|AURKA_HU	Q96BR1	75.68	118.0	423.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
152	sp|O14965|AURKA_HU	Q9C098	76.43	319.0	627.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
153	sp|O14965|AURKA_HU	Q9NYY3	75.93	30.0	336.0	DB12010	Fostamatinib	approved; investigational	DB12010	Fostamatinib	approved; investigational	1.0
154	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB01919	Pentanal	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
155	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB01940	Balanol Analog 2	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
156	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB02155	3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
157	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB02482	Phosphonothreonine	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
158	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB02611	Balanol Analog 1	experimental	SORRY!!	Cannot find	structurally similar	approved molecules
159	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB03374	3,5-Diiodotyrosine	experimental	DB00135	Tyrosine	approved; investigational; nutraceutical	0.71
160	sp|O14965|AURKA_HU	P17612	70.72	17.0	302.0	DB03374	3,5-Diiodotyrosine	experimental	DB00279	Liothyronine	approved; vet_approved	0.74
